about : 486次
boson，定位到本句可以得知nature : 1次
research---as : 1次
by……即为本道题正确答案。 : 1次
34.【答案】[a]their : 1次
【解析】判断题。此类题型是考试中的一个难点，在题干中提示信息非常少，所以我们需要根据每个选项分别定位。a选项的durance定位到本段最后一句time。b选项根据legitimacy定位到第一句。c选项没有提到。d选项从最后一段可以验证确实是收到了质疑，b选项和原文不符，可以得知答案为a。 : 1次
35.【答案】[a]acceptable : 1次
【解析】主旨题。本题属于作者观点，出在最后一段则说明更多体现了文章的主旨，因为还有一个段落对应，则我们可以在最后一段找答案，根据题干中的award我们可以得知全文的最后一句明确体现了作者的观点，故选a。 : 1次
本篇文章选自华尔街日报。主要讲的是非自由教育以及”问题核心”这个报告。 : 1次
【解析】细节态度题。并非考察全文的态度，也就是说要细节定位。根据题干定位原则，定位第一段aaas出现之处，并且一定要找到表示评价的部分。该题迷惑性很强，因为文章在aaas后面就又”praise”所以容易误导大家选择答案b : 1次
“appreciative(欣赏的)”，但是我们应该看到有however，我们知道如果第一段出现转折，那此转折一定跟主旨有关。同时各个题都与主旨相关，所以这道题应该于主旨相关，后文中的“may : 1次
good.”让我们知道它的还多余利，所以答案选择a，批判性的。 : 1次
【解析】细节题。根据自然段定位原则，36题在第一段出题，38题在第三段出题，那37题在第二段出题的可能性就很大。同时题干定位”influential : 1次
congress”与“leading : 1次
republicans”同义替换。定位的答案是asking : 1次
….., : 1次
"asking : 1次
"maintain : 1次
“也就是说答案重点在maintain : 1次
刚好与选项c : 1次
中的leading : 1次
进行同义替换。abd与文章不符合。 : 1次
【解析】推理题。suggest : 1次
是推理题的标志。先化选项关键词，发现选项a是讲american : 1次
history选项b; : 1次
是讲theoretical : 1次
subjects;选项c]emerging : 1次
technologies;选项dfunding : 1次
languages。返回原文定位的时候，a : 1次
选项中的“exclusive : 1次
排外”并没有在“stresses : 1次
government;”这句话中体现。b选项中的理论学科没有定位点。d选项与原文“increased : 1次
teachers”以及“greater : 1次
languages,”不符。属于张冠李戴。“encourages : 1次
technologies.”与选项c : 1次
同义替换。 : 1次
39.【答案】[b] : 1次
【解析】属于推理题。implies是推理题的标志。同时根据提题干定位第五段，找professor. : 1次
“professors : 1次
—as : 1次
investigation.”a : 1次
选项中的free : 1次
markets前面的修饰词语是conservative : 1次
没有体现a : 1次
选项中的supportive。c选项中的conservative : 1次
与文中progressive : 1次
不符合。d选项中biased : 1次
没有体现，故排除。所以选b。 : 1次
【解析】主旨大意题。先看其他题题干，我们锁定关键词是report : 1次
，而report : 1次
就是“the : 1次
故排除c和d.而我们看a : 1次
发现文章并没有讲如何抓住“问题核心”的各个方法。排除a，选择b : 1次
解析：本文选自发表于2003年the : 1次
project的文章，题目为archeology. : 1次
【解析】此题是首段，所以需要找寻综述性的段落。其中a和e选项是给出的，所以只需从余下选项进行选择。b选项中有another，所以不会是第一段。e选项中代词their没有指代对象。f中有however,也不会是第一段。因此，只留下c和d选项。在c选项最后一句提到survey和test : 1次
sample也很重要。而在d选项开头就提到了survey,而且整段都是，由此可看出d是对c的分述。所以c是首段。 : 1次
【解析】此题排在a项之后，所以内容上应该是衔接的。a项主要谈论的是大部分考古地点是通过仔细搜寻之后找到的，而其他的很多是被偶然发现的，接着举了一些例子。接下来在看各段首句的时候，发现f项中提到大部分考古地点是被考古学家们特意寻找发现的，和a提到的偶然发现意思相反，所以f正确。 : 1次
43.【答案】[g] : 1次
【解析】此题排在e项之后。e选项最后一句提到天空的搜寻，而在g选项的开头提到地面搜寻，正好形成对应，所以为正确答案。 : 1次
【解析】此时，只留下b和d选项。其中b选项开头提到了in : 1次
case,所以前面一段一定要提到in : 1次
而d选项中有in : 1次
case.所以，d选项在前。 : 1次
【解析】根据上面的分析，此题只能选b。 : 1次
【句型分析】本句主句主干为it : 1次
reason，why引导定语从句，修饰the : 1次
reason。定语从句的主干是all : 1次
itself，其表语是不定式短语，由于主语中含有do，不定式符号to省略：articulate : 1次
itself。our : 1次
reactions之后to : 1次
it为其定语，it指代music。定语从句中还包含when引导的时间状语从句。 : 1次
【翻译要点】①本句主干的主句是主系表结构，reason后why引导的定语从句较长，翻译时可以与主干部分结合，调整表达为：这也就是为什么….。 : 1次
②定语从句中，when引导时间状语从句，其中with : 1次
words做状语，翻译时需调整语序到其修饰的to : 1次
describe之前，可以表达为“当我们尝试用语言来描述音乐时”。定语从句的主干顺译即可，其中reaction根据语境，可以翻译为“感受”，其定语to : 1次
it在表达时前置，it指代还原为“音乐”，则可以翻译为“所有我们能做的，就是明确表达我们对于音乐的感受”，或者调整表达为“我们只能明确表达我们对于音乐的感受”。and之后，grasp依据语境，需要翻译为“理解”。 : 1次
【译文总结】这也是为什么当我们试图用语言来描述音乐时，我们只能明确表达我们对于音乐的感受，而不能完全理解音乐本身。 : 1次
【句型分析】本句为并列句。第一个分句he : 1次
one，句首by : 1次
accounts为固定搭配，意思是“根据各方面说”。第二个分句的主干为i : 1次
quality，其中宾语为courage，而an : 1次
quality是宾语补足语。quality后介词短语for : 1次
work为其定语，其中还包含一个插入结构let : 1次
performance。 : 1次
【翻译要点】① : 1次
第一个分句结构比较简单，句首固定搭配by : 1次
accounts，可以调整表达，翻译为“据大家所说”。主干顺译即可，其中he指代“贝多芬”，one指代person。这一部分可以翻译为“贝多芬是个思想自由、充满勇气的人”。 : 1次
②第二个分句，主干为“我发现勇气是一个关键品质”，quality后为其定语for : 1次
work，其中the : 1次
work意思为“对于其作品的理解”，做词性转化后，可以表达为“理解其作品”，这个介词短语需要调整语序前置于quality，可以翻译为“理解他作品的关键品质”，则第二个分句可以表达为“我发现勇气，是理解他作品的关键品质”。还可以调整表达为“我发现勇气这一品质，是理解他作品的关键”。 : 1次
③在定语for : 1次
work中的插入成分，在逻辑上let : 1次
alone并列the : 1次
understanding和the : 1次
performance，二者共用定语of : 1次
works，顺译句末即可：更不必说是演出其作品的关键品质。 : 1次
【译文总结】人们普遍认为，他(贝多芬)是个思想自由、充满勇气的人，我发现勇气这一品质，是理解他作品的关键，更不必说是演出其作品的关键。 : 1次
【句型分析】本句主干为beethoven’s : 1次
him。本句的谓语为被动语态，主语habit后介词短语of : 1次
passage为其定语，是由介词of与and并列的两个动名词短语increasing : 1次
和then : 1次
passage构成。 : 1次
【翻译要点】①本句主干较为简单，但是主语habit后有很长的后置定语：habit : 1次
volume…，其中“habit”可以词性转换为动词“习惯”，而中文常常先表达次要信息，则这一部分可以翻译一句话“贝多芬习惯增加…”，置于句首。第一个动名词短语中，with : 1次
intensity为状语，表达时需调整语序到其修饰的increasing : 1次
volume前，根据语境，volume意思为“音量”，则increasing可以翻译为“增高”。这一部分可以翻译为“最大限度来逐渐增高音量”。第二个动名词短语then : 1次
passage，状语with : 1次
passage需调整到following : 1次
it前表达，其中passage根据语境，意思为“乐段”。则这一部分可以表达为“然后突然跟上轻柔的乐段”。整合本句主语与其定语，可以翻译为“贝多芬习惯最大限度来逐渐增高音量，然后突然跟上轻柔的乐段”。 : 1次
②本句主干意思为“在他之前，作曲家很少使用贝多芬的习惯”。中文语义重心在后，将本部分翻译在句末即可。由于前句译文已经提到这种习惯，则这部分可以表达为“在他之前，作曲家很少使用这种习惯”，结合语境还可以表达为“在他之前，作曲家很少使用这种方式”，或者“在他之前，只有极个别作曲家会使用这种方式”。 : 1次
【译文总结】贝多芬习惯最大限度来逐渐增高音量，然后突然跟上轻柔的乐段，在他之前，作曲家很少使用这种方式。 : 1次
【句型分析】本句为完全倒装，主句的主干是his : 1次
significant。 : 1次
freedom后为which引导的非限定性定语从句，修饰freedom，关系代词which在定语从句中作主语。of : 1次
individual修饰the : 1次
responsibilities，冒号后进行解释说明。 : 1次
【翻译要点】 : 1次
① : 1次
本句主干为完全倒装，但是在翻译时，顺译即可，其中his指代“贝多芬的”，主干可以表达为：尤为重要的是，他(贝多芬)对于自由的看法….。 : 1次
② : 1次
which引导英语从句，修饰freedom，表达时翻译成另一句话“对于他而言，这种自由是与个人的权利和责任联系起来的”，其中for : 1次
him还可以调整表达为“他认为”。 : 1次
③冒号后进行解释，可以翻译为：他倡导思想自由和个人言论自由。 : 1次
【译文总结】尤为重要的是贝多芬对于自由的看法，他认为，这种自由是与个人的权利和责任联系起来的：他倡导思想自由和个人言论自由。 : 1次
【句型分析】本句主句主干为one : 1次
beethoven，之后by : 1次
living为状语，修饰interpret。其中that引导宾语从句suffering : 1次
living，为saying的宾语，宾语从句中it指代suffering。 : 1次
【翻译要点】①本句主语one，可以翻译为“人们”或者“我们”。主干可以翻译为“我们可以解释贝多芬的大部分作品”。 : 1次
②主干之后的状语，可以翻译为“通过说痛苦是无法避免的，但是与之相抗争的勇气使得生命值得继续。” : 1次
③整合主干，可以表达为“我们可以这样解释贝多芬的大部分作品：苦难是不可避免的，但是与痛苦抗争的勇气使得生命值得继续。” : 1次
【译文总结】我们可以这样解释贝多芬的大部分作品：苦难是不可避免的，但是与痛苦抗争的勇气使得生命值得继续。 : 1次
